Timestamp,Luftfeuchtigkeit,Kabel Thermometer,,Temperatur Sensor 2,Luftdruck relativ,Luftdruck absolut,lux,RSSI,,,Ausensensor
10.12.2023 04:54:24,"92,4","6,75",,"7,29","971,65","1005,63",0,-60,,,
10.12.2023 05:22:40,"92,3",7,,"7,49","971,79","1005,77",0,-59,,,
10.12.2023 05:50:56,"89,7","7,19",,"7,58","972,16","1006,15",0,-52,,,
10.12.2023 06:19:11,"88,3","7,13",,"7,55","972,39","1006,4",0,-54,,,
10.12.2023 06:47:28,88,"7,38",,"7,75","972,6","1006,61",0,-51,,,
10.12.2023 07:15:42,"85,2","7,06",,"7,62","972,87","1006,89",0,-51,,,
10.12.2023 07:43:55,"85,1","7,06",,"7,51","973,45","1007,49","0,45",-58,,,
10.12.2023 08:12:07,"84,9","7,25",,"7,66","973,72","1007,77","6,67",-61,,,
10.12.2023 08:40:22,"83,8","7,63",,"7,98","974,13","1008,19","107,5",-58,,,
10.12.2023 09:08:42,"82,4","8,19",,"8,94","974,22","1008,28",345,-58,,,
10.12.2023 09:36:55,"80,6","8,06",,"8,68",975,"1009,1","83,33",-59,,,
10.12.2023 10:05:12,"81,1","8,19",,"8,83","975,04","1009,13",200,-58,,,
10.12.2023 10:33:31,"81,6","8,13",,"8,9","975,56","1009,67",110,-61,,,
10.12.2023 11:01:50,"83,4","8,5",,"9,27","975,54","1009,65","376,67",-56,,,
10.12.2023 11:30:04,"81,9","8,88",,"9,48","975,33","1009,43","441,67",-57,,,
10.12.2023 11:58:27,"81,8","9,19",,"10,1","975,07","1009,16","491,67",-53,,,
10.12.2023 12:26:41,"80,5","8,69",,"9,44","975,35","1009,46",120,-55,,,
10.12.2023 12:54:51,"82,7","8,19",,"8,93","975,45","1009,56","76,67",-53,,,
10.12.2023 13:23:10,"85,5","8,38",,"8,98","975,35","1009,46","148,33",-54,,,
10.12.2023 13:51:24,"85,5","9,25",,"9,88","975,06","1009,16",525,-55,,,
10.12.2023 14:19:42,"82,3","9,25",,"10,06","974,85","1008,93",300,-55,,,
10.12.2023 14:47:57,"81,2","9,25",,10,"974,77","1008,85","432,5",-55,,,
10.12.2023 15:16:11,"80,6","9,06",,"9,71","974,56","1008,64",125,-52,,,
10.12.2023 15:44:26,"80,8","8,81",,"9,42","974,52","1008,59","43,33",-52,,,
10.12.2023 16:12:39,"81,9","8,5",,"9,11","974,21","1008,27","6,67",-54,,,
10.12.2023 16:40:56,"81,9","8,63",,"9,13","973,89","1007,95","1,13",-53,,,
10.12.2023 17:09:07,"80,8","8,63",,"9,07","973,49","1007,53",0,-55,,,
10.12.2023 17:37:19,"80,1","8,31",,"8,97","972,84","1006,86",0,-54,,,
10.12.2023 18:05:35,"80,4","8,44",,"8,9","972,13","1006,12",0,-52,,,
10.12.2023 18:33:52,"80,4","8,38",,"8,93","971,55","1005,52",0,-51,,,
10.12.2023 19:02:07,"80,9","8,69",,"9,12","971,01","1004,97",0,-53,,,
10.12.2023 19:30:18,"79,5","8,75",,"9,27","969,98","1003,9",0,-54,,,
10.12.2023 19:58:35,"78,4","9,19",,"9,56","969,62","1003,52",0,-52,,,
10.12.2023 20:26:54,"75,1","9,19",,"9,64","969,36","1003,25",0,-52,,,
10.12.2023 20:55:08,"75,5","9,25",,"9,64","969,08","1002,96",0,-51,,,
10.12.2023 21:23:21,"74,4","8,69",,"9,3","968,73","1002,6",0,-52,,,
10.12.2023 21:51:37,"79,7","8,56",,"9,07","968,44","1002,31",0,-54,,,
10.12.2023 22:19:53,"84,2","8,13",,"8,79","968,4","1002,26",0,-49,,,
10.12.2023 22:48:04,"89,1","7,94",,"8,61","968,43","1002,29",0,-50,,,
10.12.2023 23:16:17,"92,1","8,06",,"8,7","968,43","1002,3",0,-52,,,
10.12.2023 23:44:36,"92,9","8,31",,"8,9","968,83","1002,7",0,-53,,,
11.12.2023 00:12:50,"93,3","8,56",,"9,06","968,74","1002,61",0,-52,,,
11.12.2023 00:41:06,"93,2","8,69",,"9,29","968,95","1002,83",0,-51,,,
11.12.2023 01:09:23,"93,3","8,88",,"9,42","968,94","1002,82",0,-53,,,
11.12.2023 01:37:39,"93,1",9,,"9,49","969,05","1002,94",0,-52,,,
11.12.2023 02:05:52,"92,7","8,94",,"9,46","968,85","1002,72",0,-54,,,
11.12.2023 02:34:09,"92,2","8,81",,"9,26","968,98","1002,86",0,-54,,,
11.12.2023 03:02:23,"92,4","8,75",,"9,44","968,92","1002,8",0,-53,,,
11.12.2023 03:30:39,"90,9","8,81",,"9,29","969,17","1003,06",0,-53,,,
11.12.2023 03:58:54,"91,2","9,13",,"9,58","969,12","1003,01",0,-51,,,
11.12.2023 04:27:09,"90,1",9,,"9,57","968,47","1002,33",0,-53,,,
11.12.2023 04:55:25,"89,7","9,25",,"9,61","968,44","1002,31",0,-53,,,
11.12.2023 05:23:47,"90,2","9,44",,"9,85","968,57","1002,44",0,-53,,,
11.12.2023 05:52:01,"90,9","9,75",,"10,07","968,46","1002,32",0,-55,,,
11.12.2023 06:20:14,"89,3","9,69",,"10,1","968,03","1001,88",0,-53,,,
11.12.2023 06:48:31,88,"9,81",,"10,16","968,19","1002,05",0,-55,,,
11.12.2023 07:16:50,"86,7","9,88",,"10,3","968,08","1001,94",0,-53,,,
11.12.2023 07:45:05,"86,3","9,69",,"10,23","967,95","1001,8","0,23",-55,,,
11.12.2023 08:13:21,"86,9","9,69",,"10,18","967,79","1001,63",5,-52,,,
11.12.2023 08:41:34,"86,5","9,38",,"9,98","968,06","1001,91","110,42",-52,,,
11.12.2023 09:09:49,"86,7","9,38",,"9,87","968,16","1002,01","266,67",-54,,,
11.12.2023 09:38:02,"86,9","10,06",,"10,52","967,99","1001,84","1069,17",-53,,,
11.12.2023 10:06:44,"85,6","15,38",,"16,39","967,29","1001,11","4068,33",-53,,,
11.12.2023 10:34:55,"70,3","10,81",,"12,52","968,41","1002,27","491,67",-53,,,
11.12.2023 11:03:18,"74,5","10,94",,"11,9","968,46","1002,32","258,33",-53,,,
11.12.2023 11:31:27,"76,1","10,81",,"11,5","968,66","1002,54","196,67",-52,,,
11.12.2023 11:59:44,"77,1","10,75",,"11,38","968,63","1002,5","286,67",-54,,,
11.12.2023 12:28:05,"76,6","10,94",,"11,65","968,83","1002,7","481,25",-53,,,
11.12.2023 12:56:20,76,"10,63",,"11,33","969,13","1003,02",140,-52,,,
11.12.2023 13:24:37,"77,4","10,56",,"11,3","969,11",1003,"121,67",-53,,,
11.12.2023 13:52:54,"77,5","10,56",,"11,15","969,35","1003,25","148,33",-52,,,
11.12.2023 14:21:09,"76,2","10,5",,"11,09","969,63","1003,53","81,67",-52,,,
11.12.2023 14:49:23,"76,2","10,19",,"10,81","969,68","1003,59","38,33",-56,,,
11.12.2023 15:17:34,"77,5","10,31",,"10,88","970,15","1004,07","165,42",-55,,,
11.12.2023 15:45:53,"73,9","10,19",,"10,81","970,64","1004,58","56,67",-54,,,
11.12.2023 16:14:06,"72,8","10,06",,"10,66","971,06","1005,01","6,67",-53,,,
11.12.2023 16:42:24,"72,3","9,88",,"10,52","971,37","1005,34","1,81",-54,,,
11.12.2023 17:10:36,"73,2","9,75",,"10,39","971,39","1005,36",0,-53,,,
11.12.2023 17:38:48,"72,5","9,44",,"10,15","971,71","1005,69",0,-54,,,
11.12.2023 18:07:05,"74,3","9,44",,"10,1","971,93","1005,91",0,-56,,,
11.12.2023 18:35:17,"76,8","9,13",,"9,93","972,17","1006,17",0,-58,,,
11.12.2023 19:03:33,"77,2","8,81",,"9,52","972,3","1006,3",0,-57,,,
11.12.2023 19:31:49,"78,8","8,5",,"9,2","972,45","1006,46",0,-56,,,
11.12.2023 20:00:04,"80,6","8,38",,"8,94","972,96","1006,98",0,-56,,,
11.12.2023 20:28:21,82,"8,56",,"9,26","973,47","1007,51",0,-55,,,
11.12.2023 20:56:39,"81,2","8,56",,"9,39","973,69","1007,74",0,-57,,,
11.12.2023 21:24:56,"81,6","8,81",,"9,46","973,82","1007,87",0,-58,,,
11.12.2023 21:53:13,"82,5","8,69",,"9,35","973,8","1007,85",0,-51,,,
11.12.2023 22:21:30,"83,3","8,56",,"9,29","974,01","1008,07",0,-57,,,
11.12.2023 22:49:41,"83,9","8,56",,"9,21","974,09","1008,16",0,-57,,,
11.12.2023 23:17:55,"84,4","8,5",,"9,24","973,79","1007,84",0,-56,,,
11.12.2023 23:46:10,"84,5","8,5",,"9,38","974,05","1008,11",0,-52,,,
12.12.2023 00:14:26,"84,9","8,44",,"9,26","974,3","1008,37",0,-53,,,
12.12.2023 00:42:44,"85,5","7,88",,"9,07","974,5","1008,58",0,-54,,,
12.12.2023 01:10:59,"85,7","7,75",,"9,07","974,43","1008,5",0,-54,,,
12.12.2023 01:39:08,"86,4","7,19",,"8,64","974,41","1008,48",0,-51,,,
12.12.2023 02:07:25,87,"6,81",,"8,35","974,26","1008,33",0,-52,,,
12.12.2023 02:35:41,"87,6","7,38",,"8,52","974,08","1008,15",0,-53,,,
12.12.2023 03:03:57,"88,3","7,25",,"8,39","974,08","1008,14",0,-52,,,
12.12.2023 03:32:05,"88,7","7,31",,"8,41","973,87","1007,92",0,-52,,,
12.12.2023 04:00:22,"89,1","7,56",,"8,52","973,75","1007,8",0,-53,,,
12.12.2023 04:28:38,"88,9","7,06",,"8,44","973,55","1007,59",0,-56,,,
12.12.2023 04:56:53,"88,4","6,5",,"8,27","973,36","1007,39",0,-54,,,
12.12.2023 05:25:08,"88,2","5,94",,"7,79","973,32","1007,36",0,-54,,,
12.12.2023 05:53:24,88,"6,19",,"7,55","973,07","1007,1",0,-57,,,
12.12.2023 06:21:39,"89,3","6,63",,"7,94","972,85","1006,87",0,-57,,,
12.12.2023 06:49:57,"90,4","6,63",,"8,2","972,61","1006,62",0,-58,,,
12.12.2023 07:18:11,"89,6","6,38",,"8,04","972,33","1006,33",0,-57,,,
12.12.2023 07:46:27,"89,6","6,56",,"8,18","972,23","1006,23",0,-57,,,
12.12.2023 08:14:45,"89,4","6,5",,"8,08","971,92","1005,91","11,32",-57,,,
12.12.2023 08:43:02,89,"6,88",,"8,34","971,91","1005,9","13,33",-57,,,
12.12.2023 09:11:21,"89,4","7,25",,"8,73","971,67","1005,65","63,33",-58,,,
12.12.2023 09:39:39,"88,9","7,69",,"9,01","971,13","1005,09","108,33",-57,,,
12.12.2023 10:07:54,"88,3",8,,"9,28",971,"1004,95","108,33",-56,,,
12.12.2023 10:36:09,"88,8","8,56",,"9,59","970,65","1004,59","93,33",-58,,,
12.12.2023 11:04:29,"88,9","8,75",,"9,77","970,09","1004,01","113,33",-56,,,
12.12.2023 11:32:39,"89,4","8,75",,"9,65","969,53","1003,43","41,67",-53,,,
12.12.2023 12:00:57,"91,5","8,75",,"9,7","968,9","1002,79",40,-54,,,
12.12.2023 12:29:13,"92,2","8,88",,"9,61","968,56","1002,43","164,58",-55,,,
12.12.2023 12:57:33,"93,1","9,63",,"10,32","967,72","1001,56","281,67",-54,,,
12.12.2023 13:25:51,"92,6","10,19",,"11,01","967,92","1001,76","203,33",-54,,,
12.12.2023 13:54:09,"91,4","10,06",,"11,01","967,67","1001,51",100,-54,,,
12.12.2023 14:22:26,"91,5","9,94",,"10,86","967,52","1001,36","163,33",-53,,,
12.12.2023 14:50:42,"92,3","10,19",,"11,1","967,07","1000,88","196,67",-54,,,
12.12.2023 15:18:54,"92,1","10,13",,"11,21","966,88","1000,69","325,42",-54,,,
12.12.2023 15:47:10,"91,4","9,81",,"10,84","966,73","1000,53",55,-53,,,
12.12.2023 16:15:22,"92,5","9,88",,"10,83","966,48","1000,27",5,-54,,,
12.12.2023 16:43:37,"92,9","9,81",,"10,8","966,16","999,94","1,47",-53,,,
12.12.2023 17:11:51,"93,1","9,69",,"10,73","966,08","999,86",0,-54,,,
12.12.2023 17:40:06,"93,3","9,88",,"10,68","965,66","999,43",0,-54,,,
12.12.2023 18:08:23,"94,1","10,06",,"10,84","965,64","999,41",0,-54,,,
12.12.2023 18:36:36,"94,1","9,88",,"10,76","965,36","999,12",0,-53,,,
12.12.2023 19:04:49,"94,3","9,88",,"10,63","964,86","998,6",0,-53,,,
12.12.2023 19:33:03,"94,1","9,81",,"10,52","964,84","998,58",0,-53,,,
12.12.2023 20:01:19,"94,1","9,81",,"10,63","964,97","998,72",0,-53,,,
12.12.2023 20:29:33,"93,9","9,69",,"10,42","965,42","999,18",0,-54,,,
12.12.2023 20:57:44,"94,1","9,13",,"10,01","965,14","998,89",0,-55,,,
12.12.2023 21:25:59,"94,1","8,88",,"9,79","964,97","998,72",0,-54,,,
12.12.2023 21:54:16,"93,4","8,5",,"9,54","964,69","998,43",0,-52,,,
12.12.2023 22:22:32,"93,2","8,5",,"9,36","964,67","998,41",0,-52,,,
12.12.2023 22:50:47,"93,4","8,5",,"9,05","964,02","997,73",0,-53,,,
12.12.2023 23:19:03,"93,6","8,63",,"9,42","964,52","998,25",0,-54,,,
12.12.2023 23:47:17,"93,8","8,69",,"9,46","964,8","998,54",0,-55,,,
13.12.2023 00:15:36,"93,5","8,88",,"9,57","964,89","998,63",0,-55,,,
13.12.2023 00:43:49,"93,1","8,56",,"9,39","964,69","998,42",0,-56,,,
13.12.2023 01:12:02,"92,3","8,38",,"9,17","964,5","998,22",0,-55,,,
13.12.2023 01:40:17,"92,1","8,19",,"8,92","964,13","997,84",0,-57,,,
13.12.2023 02:08:30,"92,4","8,06",,"8,83","964,13","997,85",0,-54,,,
13.12.2023 02:36:45,"92,2","8,06",,"8,74","964,17","997,88",0,-50,,,
13.12.2023 03:04:58,"92,4","7,88",,"8,65","964,23","997,95",0,-55,,,
13.12.2023 03:33:15,"92,8",8,,"8,77","963,92","997,63",0,-57,,,
13.12.2023 04:01:31,"92,4","8,06",,"8,81","963,92","997,62",0,-55,,,
13.12.2023 04:29:47,"91,7",8,,"8,85","963,7","997,4",0,-54,,,
13.12.2023 04:58:02,92,8,,"8,87","963,45","997,14",0,-56,,,
13.12.2023 05:26:17,"91,8",8,,"8,83","963,29","996,98",0,-56,,,
13.12.2023 05:54:35,"91,5","7,75",,"8,65","963,13","996,81",0,-56,,,
13.12.2023 06:22:45,91,"7,38",,"8,39","962,92","996,59",0,-54,,,
13.12.2023 06:51:04,"91,5","7,06",,"8,35","962,75","996,42",0,-55,,,
13.12.2023 07:19:16,"91,2","7,06",,"8,23","962,63","996,29",0,-54,,,
13.12.2023 07:47:32,"91,9","6,94",,"7,98","962,49","996,15","0,79",-55,,,
13.12.2023 08:15:46,"92,4","7,56",,"8,25","962,61","996,27","12,22",-54,,,
13.12.2023 08:44:04,"93,3","7,88",,"8,52","962,64","996,3",25,-56,,,
13.12.2023 09:12:23,93,"8,19",,"8,99","962,67","996,33","176,67",-56,,,
13.12.2023 09:41:06,"91,1","9,19",,"12,18","962,58","996,24",150,-56,,,
13.12.2023 10:09:04,"79,2",9,,"10,35","962,59","996,25","694,17",-56,,,
13.12.2023 10:37:20,"87,1","9,25",,"10,6","962,68","996,35","857,5",-55,,,
13.12.2023 11:05:33,"86,3","8,5",,"10,11","963,02","996,7","266,67",-57,,,
13.12.2023 11:33:47,"87,9","8,56",,"10,23","962,9","996,57","291,67",-58,,,
13.12.2023 12:02:55,"88,2","13,06",,"18,56","962,31","995,96","1533,33",-54,,,
13.12.2023 12:31:47,"65,7","11,44",,"19,24","962,45","996,11","2037,5",-54,,,
13.12.2023 13:00:00,"57,4","11,38",,"16,67","962,3","995,95","3255,83",-55,,,
13.12.2023 13:27:58,"62,1","11,06",,"13,78","962,36","996,01","726,67",-54,,,
13.12.2023 13:56:06,"73,8","9,94",,"11,94","962,34","995,99","481,67",-53,,,
13.12.2023 14:24:23,"75,5","9,75",,"12,03","962,42","996,08","960,42",-53,,,
13.12.2023 14:52:39,"75,6","9,88",,"11,58","962,45","996,11",430,-54,,,
13.12.2023 15:20:50,"77,1","8,94",,"10,38","962,59","996,25","171,67",-53,,,
13.12.2023 15:49:02,"79,5",8,,"9,76","963,01","996,68","86,67",-53,,,
13.12.2023 16:17:13,"81,6","7,56",,"9,69","963,19","996,87","11,67",-52,,,
13.12.2023 16:45:31,"84,1","7,81",,"9,08","963,35","997,04","1,7",-55,,,
13.12.2023 17:13:50,"84,9","7,56",,"9,2","963,67","997,37",0,-56,,,
13.12.2023 17:42:00,"86,3","7,06",,"9,03","963,98","997,69",0,-58,,,
13.12.2023 18:10:12,"86,1","6,38",,"8,69","964,2","997,91",0,-58,,,
13.12.2023 18:38:24,"86,4","6,75",,"8,36","964,74","998,47",0,-57,,,
13.12.2023 19:06:40,"88,1","6,88",,"8,45","965,05","998,8",0,-57,,,
13.12.2023 19:34:54,"88,9","6,63",,"8,15","965,28","999,04",0,-58,,,
13.12.2023 20:03:05,"88,8","6,38",,"8,23","965,68","999,45",0,-58,,,
13.12.2023 20:31:21,"88,5","6,63",,"8,32","966,04","999,82",0,-60,,,
13.12.2023 20:59:37,"88,8","6,44",,"8,29","966,32","1000,11",0,-58,,,
13.12.2023 21:27:48,"88,5",6,,"8,01","966,7","1000,5",0,-57,,,
13.12.2023 21:56:02,"88,5","6,13",,"7,92","967,03","1000,84",0,-59,,,
13.12.2023 22:24:19,89,"6,44",,"8,08","967,36","1001,19",0,-56,,,
13.12.2023 22:52:33,"89,3","6,38",,"8,1","967,79","1001,64",0,-58,,,
13.12.2023 23:20:47,"89,4","6,44",,"8,21","968,21","1002,07",0,-56,,,
13.12.2023 23:49:06,"89,3","6,5",,"8,29","968,39","1002,25",0,-57,,,
14.12.2023 00:17:20,89,"6,44",,"8,38","968,83","1002,71",0,-59,,,
14.12.2023 00:45:38,"89,2","6,5",,"8,31","969,2","1003,09",0,-57,,,
14.12.2023 01:13:56,"89,3","6,31",,"8,18","969,56","1003,46",0,-56,,,
14.12.2023 01:42:05,"89,2","6,38",,"8,12","969,92","1003,83",0,-57,,,
14.12.2023 02:10:24,"89,8","6,56",,"8,14","970,32","1004,25",0,-57,,,
14.12.2023 02:38:40,90,"6,38",,"8,16","970,82","1004,76",0,-58,,,
14.12.2023 03:06:57,"89,9","6,38",,"8,13","971,22","1005,19",0,-59,,,
14.12.2023 03:35:09,90,"6,44",,"8,05","971,63","1005,6",0,-56,,,
14.12.2023 04:03:24,"90,4","6,31",,"8,03","971,87","1005,85",0,-58,,,
14.12.2023 04:31:42,"90,1","6,31",,"7,98","972,33","1006,34",0,-57,,,
14.12.2023 04:59:56,"90,2","6,31",,"7,92","972,74","1006,75",0,-54,,,
14.12.2023 05:28:14,90,"6,13",,"7,89","973,15","1007,18",0,-56,,,
14.12.2023 05:56:28,"90,1","5,94",,"7,72","973,55","1007,6",0,-57,,,
14.12.2023 06:24:41,"90,1",6,,"7,72","974,03","1008,1",0,-56,,,
14.12.2023 06:52:55,"90,3","5,94",,"7,56","974,55","1008,63",0,-55,,,
14.12.2023 07:21:14,"90,3",6,,"7,44","975,09","1009,19",0,-54,,,
14.12.2023 07:49:31,"90,6","5,94",,"7,53","975,48","1009,59",0,-53,,,
14.12.2023 08:17:42,"90,9","5,94",,"7,55","976,06","1010,19","8,33",-56,,,
14.12.2023 08:45:59,"90,5","6,13",,"7,64","976,59","1010,74","21,67",-57,,,
14.12.2023 09:14:12,"90,5","6,31",,"7,65","977,25","1011,43","36,67",-58,,,
14.12.2023 09:42:28,"91,2","6,69",,"8,08","977,67","1011,86","118,33",-57,,,
14.12.2023 10:10:48,"90,4","7,06",,"8,23","978,26","1012,47","226,67",-57,,,
14.12.2023 10:39:04,"90,7","7,19",,"8,39","978,77",1013,135,-57,,,
14.12.2023 11:07:26,"89,6","7,44",,"8,7","979,25","1013,49","171,67",-57,,,
14.12.2023 11:35:40,"88,9","7,81",,"9,18","979,49","1013,74","218,33",-57,,,
14.12.2023 12:03:56,"86,6","8,44",,"9,91","979,69","1013,95","348,33",-55,,,
14.12.2023 12:32:17,"83,4","8,56",,"10,04","980,18","1014,46",485,-55,,,
14.12.2023 13:00:32,"82,4","9,25",,"10,75","980,26","1014,54",800,-55,,,
14.12.2023 13:28:57,"78,9","8,81",,"10,64","980,46","1014,75","301,67",-55,,,
14.12.2023 13:57:08,"76,5","8,19",,"9,58","980,68","1014,97",130,-56,,,
14.12.2023 14:25:19,"80,3","8,5",,"9,87","980,82","1015,12","693,33",-57,,,
14.12.2023 14:53:33,"80,3","8,13",,"9,25","981,23","1015,54","143,33",-55,,,
14.12.2023 15:21:48,"80,7","7,81",,"9,33","981,86","1016,19","96,67",-56,,,
14.12.2023 15:50:01,"82,8","7,38",,"8,7","982,58","1016,94","11,67",-54,,,
14.12.2023 16:18:12,"84,6","6,75",,"8,11","983,1","1017,47","14,49",-55,,,
14.12.2023 16:46:23,"87,5","6,63",,8,"983,67","1018,07","0,57",-57,,,
14.12.2023 17:14:38,"88,4","6,31",,"7,87","984,12","1018,53",0,-54,,,
14.12.2023 17:42:50,"87,6","6,06",,"7,4","984,65","1019,08",0,-54,,,
14.12.2023 18:11:06,"87,9","5,5",,"6,93","985,12","1019,57",0,-54,,,
14.12.2023 18:39:17,"86,8","5,31",,"6,79","985,72","1020,19",0,-53,,,
14.12.2023 19:07:31,"85,9","5,19",,"6,42","986,04","1020,52",0,-52,,,
14.12.2023 19:35:46,"85,5","5,31",,"6,43","986,59","1021,09",0,-56,,,
14.12.2023 20:04:05,85,"5,13",,"6,83","987,07","1021,58",0,-59,,,
14.12.2023 20:32:20,85,"5,13",,"6,64","987,57","1022,1",0,-58,,,
14.12.2023 21:00:34,84,"5,06",,"6,2","987,92","1022,46",0,-56,,,
14.12.2023 21:28:49,"83,3","4,94",,"6,4","988,41","1022,97",0,-58,,,
14.12.2023 21:57:05,"83,5","4,81",,"6,5","988,72","1023,29",0,-55,,,
14.12.2023 22:25:20,"83,1","4,69",,"6,24","989,17","1023,76",0,-58,,,
14.12.2023 22:53:36,"82,6","4,38",,"5,98","989,3","1023,89",0,-57,,,
14.12.2023 23:21:49,"81,6","4,19",,"6,12","989,66","1024,27",0,-55,,,
14.12.2023 23:50:06,"82,7","4,19",,"6,06","990,24","1024,87",0,-57,,,
15.12.2023 00:18:22,"83,3",4,,"6,01","990,61","1025,25",0,-57,,,
15.12.2023 00:46:36,"83,6","3,69",,"5,62","990,97","1025,62",0,-58,,,
15.12.2023 01:14:51,84,"4,06",,"5,62","991,23","1025,9",0,-58,,,
15.12.2023 01:43:05,"84,1","4,25",,"5,72","991,48","1026,15",0,-55,,,
15.12.2023 02:11:21,"84,7","4,13",,"5,74","991,74","1026,42",0,-56,,,
15.12.2023 02:39:36,"84,5","4,13",,"5,64","992,11","1026,81",0,-53,,,
15.12.2023 03:07:50,"84,8","3,88",,"5,65","992,36","1027,07",0,-54,,,
15.12.2023 03:36:03,"84,9","3,25",,"5,13","992,61","1027,32",0,-55,,,
15.12.2023 04:04:20,"85,3","3,44",,"5,05","992,81","1027,52",0,-55,,,
15.12.2023 04:32:35,"86,7","2,81",,"4,78","992,82","1027,54",0,-54,,,
15.12.2023 05:00:47,"86,2","3,13",,"4,87","993,24","1027,97",0,-55,,,
15.12.2023 05:29:04,"87,4","3,38",,5,"993,54","1028,28",0,-53,,,
15.12.2023 05:57:19,"87,5","3,56",,"5,14","993,81","1028,56",0,-56,,,
15.12.2023 06:25:38,"87,7","3,88",,"5,55","994,25","1029,02",0,-55,,,
15.12.2023 06:53:56,"87,7","4,38",,"5,65","994,87","1029,66",0,-56,,,
15.12.2023 07:22:12,"89,1","4,38",,"5,71","995,01","1029,81",0,-56,,,
15.12.2023 07:50:25,"90,1","4,13",,"5,67","995,13","1029,92","0,34",-55,,,
15.12.2023 08:18:38,"90,1","4,44",,"5,71","995,28","1030,09",5,-54,,,
15.12.2023 08:46:50,"89,8","4,69",,"5,87","995,74","1030,56","18,33",-54,,,
15.12.2023 09:15:07,"90,4",5,,"5,97",996,"1030,83","46,67",-57,,,
15.12.2023 09:43:26,"90,9","5,25",,"6,59","996,46","1031,3",80,-58,,,
15.12.2023 10:11:42,"89,1","5,56",,"6,72","996,67","1031,52",115,-55,,,
15.12.2023 10:39:56,"89,2",6,,"7,14","997,11","1031,98",145,-56,,,
15.12.2023 11:08:10,"88,6","6,06",,"7,13","997,5","1032,38",185,-57,,,
15.12.2023 11:36:29,"89,3","6,13",,"7,44","997,61","1032,49","213,33",-54,,,
15.12.2023 12:04:47,"89,3","6,25",,"7,67","997,81","1032,7",265,-54,,,
15.12.2023 12:33:01,"88,3","6,63",,"7,8","997,79","1032,68",625,-56,,,
15.12.2023 13:01:20,"88,9","6,81",,"8,39","997,74","1032,63","533,33",-57,,,
15.12.2023 13:29:33,"87,1","6,63",,"7,99","997,96","1032,86","323,33",-57,,,
15.12.2023 13:57:47,"87,5","6,69",,"7,94","998,32","1033,23",170,-56,,,
15.12.2023 14:26:01,"88,7","6,31",,"7,78","998,41","1033,32",115,-59,,,
15.12.2023 14:54:18,"88,7","6,38",,"7,71","998,53","1033,45",85,-57,,,
15.12.2023 15:22:30,"89,7","6,19",,"7,42","998,75","1033,68","63,33",-57,,,
15.12.2023 15:50:46,"90,6","6,19",,"7,51","998,51","1033,43","33,33",-58,,,
15.12.2023 16:19:01,"89,8",6,,"7,33","999,3","1034,25",15,-58,,,
15.12.2023 16:47:17,"90,1","5,88",,"7,32","999,36","1034,31","0,68",-55,,,
15.12.2023 17:15:34,"90,9","5,56",,"7,16","999,72","1034,68",0,-55,,,
15.12.2023 17:43:40,"90,1","5,31",,"6,82","999,85","1034,82",0,-57,,,
15.12.2023 18:12:00,"90,1","5,5",,"7,07","1000,42","1035,41",0,-58,,,
15.12.2023 18:40:12,"91,1","5,44",,"6,93","1000,39","1035,37",0,-56,,,
15.12.2023 19:08:26,"90,5","5,25",,"6,95","1000,66","1035,65",0,-56,,,
15.12.2023 19:36:39,"90,5","5,13",,"6,86","1000,62","1035,61",0,-56,,,
15.12.2023 20:04:55,"90,3","5,19",,"6,7","1000,91","1035,91",0,-56,,,
15.12.2023 20:33:11,"90,9","5,19",,"6,63","1001,32","1036,33",0,-56,,,
15.12.2023 21:01:24,"91,4","5,31",,"6,71","1001,44","1036,46",0,-58,,,
15.12.2023 21:29:40,"90,6","5,44",,"6,77","1001,47","1036,49",0,-57,,,
15.12.2023 21:57:54,"91,1","5,44",,"6,7","1001,81","1036,84",0,-56,,,
15.12.2023 22:26:07,"91,6","5,38",,"6,45","1002,04","1037,08",0,-60,,,
15.12.2023 22:54:21,"91,7","5,19",,"6,53","1002,08","1037,12",0,-56,,,
15.12.2023 23:22:40,"91,6","5,13",,"6,68","1002,12","1037,16",0,-54,,,
15.12.2023 23:50:51,"91,3","5,13",,"6,54","1002,62","1037,68",0,-57,,,
16.12.2023 00:19:05,"91,5",5,,"6,64","1002,36","1037,41",0,-57,,,
16.12.2023 00:47:17,"91,2",5,,"6,58","1002,55","1037,61",0,-58,,,
16.12.2023 01:15:33,"90,8",5,,"6,59","1002,51","1037,57",0,-57,,,
16.12.2023 01:43:46,"90,9","5,19",,"6,56","1002,38","1037,43",0,-56,,,
16.12.2023 02:12:02,"91,4","5,19",,"6,66","1002,61","1037,67",0,-57,,,
16.12.2023 02:40:12,91,"4,88",,"6,5","1002,65","1037,71",0,-57,,,
16.12.2023 03:08:25,"90,8","4,94",,"6,62","1002,99","1038,06",0,-56,,,
16.12.2023 03:36:40,"90,7","4,69",,"6,44","1003,02","1038,09",0,-57,,,
16.12.2023 04:04:55,"90,6","4,75",,"6,39","1003,17","1038,25",0,-58,,,
16.12.2023 04:33:10,"90,8","4,69",,"6,16","1003,17","1038,25",0,-57,,,
16.12.2023 05:01:25,"91,5","4,69",,"6,33","1003,19","1038,27",0,-53,,,
16.12.2023 05:29:41,"91,1","4,81",,"6,36","1003,06","1038,14",0,-54,,,
